id,Name,Date,Long,Lat
263,butterfly,2021-10-1,121.06711935404161,24.11480944562194
264,spider,2000-1-1,120.373659,22.727152
265,spider,2000-4-1,120.5,22.6
266,spider,2000-7-1,120.5,22.6
267,spider,2000-10-1,120.5,22.6
268,spider,2001-1-1,121.02528000000001,22.322624
269,spider,2001-4-1,120.695093,23.503085
270,spider,2001-7-1,120.695093,23.503085
271,spider,2001-10-1,120.695093,23.503085
272,spider,2002-1-1,120.695093,23.503085
273,spider,2002-4-1,120.695093,23.503085
274,spider,2002-7-1,120.695093,23.503085
275,spider,2002-10-1,120.695093,23.503085
276,spider,2003-1-1,120.695093,23.503085
277,spider,2003-4-1,120.436183,22.833092
278,spider,2003-7-1,121.509682,22.057739
279,spider,2003-10-1,121.509682,22.057739
280,spider,2004-1-1,121.509682,22.057739
281,spider,2004-4-1,121.509682,22.057739
282,spider,2004-7-1,121.509682,22.057739
283,spider,2004-10-1,120.781946,24.175416
284,spider,2005-1-1,120.781946,24.175416
285,spider,2005-4-1,120.781946,24.175416
286,spider,2005-7-1,121.31534900000001,24.356623
287,spider,2005-10-1,121.31534900000001,24.356623
288,spider,2006-1-1,121.31534900000001,24.356623
289,spider,2006-4-1,121.31534900000001,24.356623
290,spider,2006-7-1,120.57135699999999,23.336430166666663
291,spider,2006-10-1,120.93600705555556,24.23067477777778
292,spider,2007-1-1,120.74824779999999,23.963350400000003
293,spider,2007-4-1,120.68802825,23.817777500000002
294,spider,2007-7-1,121.00816703571427,23.985712678571428
295,spider,2007-10-1,120.78360024999999,23.767118
296,spider,2008-1-1,120.59793049999999,23.8035865
297,spider,2008-4-1,120.80852042857143,23.932356428571428
298,spider,2008-7-1,120.895657875,24.146218624999996
299,spider,2008-10-1,120.63427449999999,23.19465375
300,spider,2009-1-1,120.99772316666667,23.5802735
301,spider,2009-4-1,120.82724522222222,23.466172
302,spider,2009-7-1,121.31355075771606,24.623271655864198
303,spider,2009-10-1,120.91125430714284,23.8761035
304,spider,2010-1-1,120.96344260202018,23.918927886868687
305,spider,2010-4-1,121.0153463015873,24.207294485714282
306,spider,2010-7-1,121.16342371574073,24.320201949537037
307,spider,2010-10-1,121.06134871428571,24.190441571428575
308,spider,2011-1-1,120.8654627,23.7605218
309,spider,2011-4-1,121.00569978571428,23.758061626623377
310,spider,2011-7-1,121.01828821212122,23.963773417748918
311,spider,2011-10-1,120.91133346666668,23.988652155555556
312,spider,2012-1-1,121.05747776277056,24.20117240945166
313,spider,2012-4-1,121.05456352000002,24.056995833333332
314,spider,2012-7-1,121.08244811891893,24.18317883918919
315,spider,2012-10-1,121.02463385606062,23.932327234848486
316,spider,2013-1-1,121.03944384187574,23.861255108163558
317,spider,2013-4-1,121.04939518681738,23.89732210673256
318,spider,2013-7-1,121.09763675116724,24.033914617085173
319,spider,2013-10-1,121.0552918533956,24.034627641890598
320,spider,2014-1-1,121.0154301202404,24.000968105256394
321,spider,2014-4-1,121.06069096935926,24.01642782294087
322,spider,2014-7-1,121.11008994834236,24.195224639702676
323,spider,2014-10-1,121.01797023047668,24.025055226062715
324,spider,2015-1-1,121.09981449280316,24.02778810226156
325,spider,2015-4-1,121.1091058572304,24.29430844217729
326,spider,2015-7-1,121.1744624644039,24.282882044359717
327,spider,2015-10-1,121.02159602214796,24.078347986266742
328,spider,2016-1-1,121.01483188303621,23.958954096263646
329,spider,2016-4-1,121.10086397978591,24.139968476471406
330,spider,2016-7-1,120.98877895789474,24.01220169649123
331,spider,2016-10-1,121.0688216475,23.97351423222222
332,spider,2017-1-1,121.00026863595407,24.120665264458435
333,spider,2017-4-1,121.03546947826088,24.178022698257422
334,spider,2017-7-1,120.90724975555555,23.960535818055558
335,spider,2017-10-1,121.01581746965797,24.09157180773851
336,spider,2018-1-1,121.00219320308828,24.00383481974
337,spider,2018-4-1,121.03879569338869,24.073141517602007
338,spider,2018-7-1,121.06308107357233,24.073381169383012
339,spider,2018-10-1,120.98452170873624,24.10391119476706
340,spider,2019-1-1,120.90200872224324,23.885575961470646
341,spider,2019-4-1,120.92110753362735,23.99639706533395
342,spider,2019-7-1,121.07580324661608,24.209511836622394
343,spider,2019-10-1,121.02221843067912,23.979702743950124
344,spider,2020-1-1,120.97303605364122,23.88950313180436
345,spider,2020-4-1,121.10467139128028,24.153108956177434
346,spider,2020-7-1,121.09927639241667,24.26820119485714
347,spider,2020-10-1,121.02628300923288,23.99420759506154
348,spider,2021-1-1,121.00116891025392,24.016777788590325
349,spider,2021-4-1,121.10630665692683,24.15982062395459
350,spider,2021-7-1,121.00076135416666,24.343498854166665
351,spider,2021-10-1,121.00076135416666,24.343498854166665
352,odonata,2000-1-1,121.40487766666666,23.894509666666664
353,odonata,2000-4-1,121.61054005555555,25.115570944444443
354,odonata,2000-7-1,121.6241926875,25.0658724375
355,odonata,2000-10-1,121.43173625,24.7994445
356,odonata,2001-1-1,121.624826,25.086571
357,odonata,2001-4-1,121.624826,25.086571
358,odonata,2001-7-1,121.624826,25.086571
359,odonata,2001-10-1,121.631944,25.119167
360,odonata,2002-1-1,121.5649641,24.7397011
361,odonata,2002-4-1,121.5649641,24.7397011
362,odonata,2002-7-1,121.63456483333333,24.879444333333335
363,odonata,2002-10-1,121.688056,25.003333
364,odonata,2003-1-1,121.5568055,24.791389000000002
365,odonata,2003-4-1,121.5568055,24.791389000000002
366,odonata,2003-7-1,121.45783330000002,24.8841944
367,odonata,2003-10-1,121.45222240000001,24.7256666
368,odonata,2004-1-1,121.580556,25.13
369,odonata,2004-4-1,121.12472659999999,24.198147600000002
370,odonata,2004-7-1,120.94226275,23.667357
371,odonata,2004-10-1,120.626067,23.695194
372,odonata,2005-1-1,121.509791,25.032854
373,odonata,2005-4-1,121.13213114285715,23.8258804047619
374,odonata,2005-7-1,121.29439299999999,24.410249
375,odonata,2005-10-1,121.165133,24.6164045
376,odonata,2006-1-1,121.165133,24.6164045
377,odonata,2006-4-1,121.165133,24.6164045
378,odonata,2006-7-1,120.67227175,24.012389374999998
379,odonata,2006-10-1,120.718395,23.713824333333335
380,odonata,2007-1-1,120.6615095,23.9657325
381,odonata,2007-4-1,121.198071375,24.391647125000002
382,odonata,2007-7-1,120.9982514,24.044843200000003
383,odonata,2007-10-1,120.780193375,23.78308725
384,odonata,2008-1-1,121.60256133333333,24.781360333333335
385,odonata,2008-4-1,121.60256133333333,24.781360333333335
386,odonata,2008-7-1,121.36724369999999,24.749159799999997
387,odonata,2008-10-1,121.28237503666666,24.63203207657143
388,odonata,2009-1-1,121.28237503666666,24.63203207657143
389,odonata,2009-4-1,121.28237503666666,24.63203207657143
390,odonata,2009-7-1,121.39298353563105,24.57546237505377
391,odonata,2009-10-1,121.3580135481231,24.779975727339803
392,odonata,2010-1-1,121.51637706766383,24.94600434567664
393,odonata,2010-4-1,121.06348927777776,24.238383805555554
394,odonata,2010-7-1,120.95588003333334,23.89302936666667
395,odonata,2010-10-1,121.17956649999999,24.380218
396,odonata,2011-1-1,120.29797,22.658696
397,odonata,2011-4-1,120.94895914959768,23.74945316821839
398,odonata,2011-7-1,120.9833056702178,23.978860090309343
399,odonata,2011-10-1,120.8021458857143,23.631950876190476
400,odonata,2012-1-1,120.90324241388889,23.212579294444446
401,odonata,2012-4-1,121.27454570325975,24.50078688000785
402,odonata,2012-7-1,121.22271686524942,24.396809939048175
403,odonata,2012-10-1,121.14575798080645,24.215924701774192
404,odonata,2013-1-1,121.47338340000002,25.023352799999998
405,odonata,2013-4-1,121.22814556666667,24.492464441666666
406,odonata,2013-7-1,121.12322077083331,24.1964093125
407,odonata,2013-10-1,121.07138175,23.76065075
408,odonata,2014-1-1,120.98576232631576,23.921636175438596
409,odonata,2014-4-1,120.98576232631576,23.921636175438596
410,odonata,2014-7-1,121.22376560676987,24.22853913475583
411,odonata,2014-10-1,120.82851977037038,23.79804796296296
412,odonata,2015-1-1,120.95060755,23.97034823
413,odonata,2015-4-1,121.24195803777778,24.072906889444447
414,odonata,2015-7-1,121.16359468969753,24.21752799941325
415,odonata,2015-10-1,121.14618315091576,24.422960740109893
416,odonata,2016-1-1,121.10523975324675,24.21114869090909
417,odonata,2016-4-1,121.19724090994396,24.181790899369748
418,odonata,2016-7-1,121.14960903539065,24.221735100489088
419,odonata,2016-10-1,120.84269639333336,23.7287752875
420,odonata,2017-1-1,121.12763906666666,24.266863666666666
421,odonata,2017-4-1,121.15216250042734,24.284751473931628
422,odonata,2017-7-1,121.25717617998376,24.280947648442403
423,odonata,2017-10-1,121.14557094059421,24.226614240157012
424,odonata,2018-1-1,121.06180017749473,23.603844378947365
425,odonata,2018-4-1,121.15870598688757,24.129953469963144
426,odonata,2018-7-1,121.00693532779107,24.052276069501595
427,odonata,2018-10-1,120.91740298315693,23.949263517044482
428,odonata,2019-1-1,120.88783373093216,23.897702349747178
429,odonata,2019-4-1,120.98536259342464,24.043446496282577
430,odonata,2019-7-1,120.9610603861595,24.038873468752538
431,odonata,2019-10-1,120.96510856954794,24.015721673804947
432,odonata,2020-1-1,121.00079756019215,24.10281352382345
433,odonata,2020-4-1,121.0749209724168,24.157578836197285
434,odonata,2020-7-1,121.07750785192802,24.174235422316105
435,odonata,2020-10-1,121.03237717292514,24.169152471673467
436,odonata,2021-1-1,121.09616748188404,24.145958483695647
437,odonata,2021-4-1,121.04196130094036,24.093988628945144
438,odonata,2021-7-1,120.86748199680011,23.352931317487712
439,odonata,2021-10-1,120.86748199680011,23.352931317487712
440,coleoptera,2000-1-1,121.358017,24.2677875
441,coleoptera,2000-4-1,121.38929,24.28719122222222
442,coleoptera,2000-7-1,121.45940974999999,24.462916625
443,coleoptera,2000-10-1,121.43828700000002,24.728148166666667
444,coleoptera,2001-1-1,121.515556,24.987778
445,coleoptera,2001-4-1,121.47027800000001,24.586481666666668
446,coleoptera,2001-7-1,121.47027800000001,24.586481666666668
447,coleoptera,2001-10-1,121.47027800000001,24.586481666666668
448,coleoptera,2002-1-1,121.47027800000001,24.586481666666668
449,coleoptera,2002-4-1,121.47027800000001,24.586481666666668
450,coleoptera,2002-7-1,121.352885,24.394291
451,coleoptera,2002-10-1,121.352885,24.394291
452,coleoptera,2003-1-1,121.352885,24.394291
453,coleoptera,2003-4-1,120.612146,23.596553333333333
454,coleoptera,2003-7-1,120.612146,23.596553333333333
455,coleoptera,2003-10-1,121.07955399999999,24.148053714285712
456,coleoptera,2004-1-1,121.07955399999999,24.148053714285712
457,coleoptera,2004-4-1,121.07955399999999,24.148053714285712
458,coleoptera,2004-7-1,120.56797749999998,23.3105135
459,coleoptera,2004-10-1,120.74557016666667,23.932834333333336
460,coleoptera,2005-1-1,120.81278475,24.22575475
461,coleoptera,2005-4-1,121.00375133333334,24.33524816666667
462,coleoptera,2005-7-1,120.5429465,23.311968
463,coleoptera,2005-10-1,120.811507,24.251779
464,coleoptera,2006-1-1,120.811507,24.251779
465,coleoptera,2006-4-1,121.5388125,24.86308
466,coleoptera,2006-7-1,120.72888633333332,23.9697065
467,coleoptera,2006-10-1,121.354349,24.389411
468,coleoptera,2007-1-1,121.08853059999998,24.226577900000002
469,coleoptera,2007-4-1,121.08853059999998,24.226577900000002
470,coleoptera,2007-7-1,120.811507,24.252037
471,coleoptera,2007-10-1,121.02310675,23.951967500000002
472,coleoptera,2008-1-1,120.82156599999999,23.415380499999998
473,coleoptera,2008-4-1,120.83614399999999,23.83402
474,coleoptera,2008-7-1,120.527984,23.126229
475,coleoptera,2008-10-1,120.78714475,23.68687025
476,coleoptera,2009-1-1,120.6526526,22.622187375
477,coleoptera,2009-4-1,120.98671558312756,23.219511981893007
478,coleoptera,2009-7-1,120.83731334500001,22.502234955
479,coleoptera,2009-10-1,121.03933400580645,23.45095546451613
480,coleoptera,2010-1-1,120.7014136,23.173577399999996
481,coleoptera,2010-4-1,120.83151055092594,23.381211093518523
482,coleoptera,2010-7-1,121.18117383809523,23.519874076190476
483,coleoptera,2010-10-1,120.95218303333333,23.326710724999998
484,coleoptera,2011-1-1,121.27648613333334,23.952344399999998
485,coleoptera,2011-4-1,120.90778878653848,23.64793078076923
486,coleoptera,2011-7-1,120.95351546818182,23.374266376446283
487,coleoptera,2011-10-1,121.08538772589286,23.12734226339286
488,coleoptera,2012-1-1,121.11034975333332,23.21833792333333
489,coleoptera,2012-4-1,121.0363584306242,23.56856342157014
490,coleoptera,2012-7-1,120.97176830720365,23.537619112644375
491,coleoptera,2012-10-1,120.85669026445576,23.33480276870748
492,coleoptera,2013-1-1,121.33360069999999,24.432971900000002
493,coleoptera,2013-4-1,121.16415102266667,23.959135868
494,coleoptera,2013-7-1,121.38747873076923,24.20454593846154
495,coleoptera,2013-10-1,121.4571795,24.9109915
496,coleoptera,2014-1-1,120.83297816666668,23.517318333333332
497,coleoptera,2014-4-1,121.13966259208333,24.16747332645833
498,coleoptera,2014-7-1,121.12835960666666,24.352975
499,coleoptera,2014-10-1,121.1870989,24.1338371
500,coleoptera,2015-1-1,121.06054866666666,24.01649877777778
501,coleoptera,2015-4-1,121.13794361405651,24.11240442052203
502,coleoptera,2015-7-1,121.1631818148148,24.21900242333333
503,coleoptera,2015-10-1,121.17524128664303,23.966312101654847
504,coleoptera,2016-1-1,121.1630581038182,24.060306452929293
505,coleoptera,2016-4-1,121.0183449044926,23.977371858969466
506,coleoptera,2016-7-1,121.2103415178942,24.267546280986014
507,coleoptera,2016-10-1,121.01543307538371,24.04327891460055
508,coleoptera,2017-1-1,120.84044586507937,23.80939633862434
509,coleoptera,2017-4-1,121.04278678647164,24.053102570470013
510,coleoptera,2017-7-1,121.0052963536106,23.99203367007298
511,coleoptera,2017-10-1,120.95721908387108,23.956685563112146
512,coleoptera,2018-1-1,121.03712729856903,23.977084385101012
513,coleoptera,2018-4-1,121.08033446923012,24.095400465853295
514,coleoptera,2018-7-1,121.04415246607142,24.05965948441245
515,coleoptera,2018-10-1,121.02799748487206,24.05390134953029
516,coleoptera,2019-1-1,120.9497969434682,24.031033553172644
517,coleoptera,2019-4-1,121.01504354463887,24.094060367663847
518,coleoptera,2019-7-1,121.10026907440414,24.18279189822822
519,coleoptera,2019-10-1,121.1152731380269,24.104679011271863
520,coleoptera,2020-1-1,121.11511700147491,24.193893625884954
521,coleoptera,2020-4-1,121.11425490652472,24.15445874738887
522,coleoptera,2020-7-1,121.08634763546092,24.22489478087712
523,coleoptera,2020-10-1,121.10625992050693,24.17548082736175
524,coleoptera,2021-1-1,121.11034993046596,24.25017985412186
525,coleoptera,2021-4-1,121.06246715145139,24.13638630121228
526,coleoptera,2021-7-1,121.06246715145139,24.13638630121228
527,coleoptera,2021-10-1,121.06246715145139,24.13638630121228
